provider;channel;language;businessScenario;dataSource;id;author;date;category_long;category_short;keyword;text;category_alt
OMQ;email;DE;multimedia software developer;;130;;14.10.2013;116;3;TODO;"Beim
Versuch, im Previewfenster anzuzeigen, wird folgender Hinweis
eingeblendet:
"" Das Smartcard-Device `none`kann dieses Format nicht
ausführen. Die aktuell genutzte Geraetekennung ist nicht innerhalb des
erlaubten Bereichs fuer Ihr System""";116
OMQ;email;DE;multimedia software developer;;131;;14.10.2013;116;3;TODO;"Jetzt erhalte ich folgende Anzeige:
Das Smartkarte-Device";116
OMQ;email;DE;multimedia software developer;;132;;14.10.2013;116;3;TODO;"Selbst Produkt im IT&OFFICE Katalog 12-Windows 7angegeben, zeigt an -Das Smartcad-Device"" kann dieses Format nicht ausführen. Die aktuell genutzte Geräteerkennung liegt nicht innerhalb des erlaubten Bereichs für ihr System!!!";116
OMQ;email;DE;multimedia software developer;;133;;14.10.2013;116;3;TODO;"Jetzt aber mit der Version ""Statistics Cleaner Studio 18 firstclass"" bekomme ich  - nach einer gelungenen kurzen Test-Erstellung - beim Klick auf den ""Erstellungs-Button"" immer nur die Fehlermeldung ""Das Smartcard-Device 'Scanner (High Definition Scan' kann nicht für die Erstellung geöffnet werden. Das Gerät ist bereits in Benutzung ..."".";116
OMQ;email;DE;multimedia software developer;;134;;14.10.2013;116;3;TODO;"Wenn ich ihn zur Kontrolle im Programm durchrechnen will kommt folgende Meldung: ""Das Smartkarten-Device 'none' kann nicht für die Abrechnung göffnet werden. Es wurde kein Treiber auf ihrem System gefunden"".";116
OMQ;email;DE;multimedia software developer;;135;;14.10.2013;116;3;TODO;"Bei der dritten Zeile kommt nun wieder der Fehler ""Das Smartcard-Device 'Microsoft Scancreator' kann dieses Format nicht erstellen. Grund: Die aktuell genutzte Gerätekennung ist nicht innerhalb des erlaubten Bereichs für Ihr System"".";116
OMQ;email;DE;multimedia software developer;;136;;14.10.2013;116;3;TODO;"Aber es erscheint dabei der Hinweis: ""Das Smartcard-Device `Microsoft Scancreator` kann dieses Format nicht erstellen! Grund: Die aktuell genutzte Gerätekennung ist nicht innerhalb des erlaubten Bereichs für Ihr System""";116
OMQ;email;DE;multimedia software developer;;137;;14.10.2013;116;3;TODO;Wenn ich ein Statstikfile importiere, lässt sich dieses nicht durchrechnen.;116
OMQ;email;DE;multimedia software developer;;138;;14.10.2013;116;3;TODO;"Wenn ich eine Datei durchrechnen will, erscheint folgende Fehlermeldung: 

""Das Smartcard-Device ´Microsoft Scancreator` kann dieses Format nicht erstellen! -Grund: Die aktuell genutzte Gerätekennung ist nicht innerhalb des erlaubten Bereichs für Ihr System.""";116
OMQ;email;DE;multimedia software developer;;139;;14.10.2013;116;3;TODO;"Folgender Hinweis:
""das Smartcard-Device 'none' kann dieses Format nicht ausführen!
Grung: 
Die aktuelle genutzte Gerätekennung ist nicht innerhalb des erlaubten Bereichs für Ihr System""";116
OMQ;email;DE;multimedia software developer;;140;;14.10.2013;116;3;TODO;Meine in Bearbeitung befindliche Artikelpreview lässt sich nicht mehr in Gang setzten / bearbeiten.;116
OMQ;email;DE;multimedia software developer;;141;;14.10.2013;116;3;TODO;"Konnte Statistics Laboratory L installieren.
aber damit kann ich weder durchrechnen noch erstellen.";116
OMQ;email;DE;multimedia software developer;;142;;14.10.2013;116;3;TODO;"Ich erhalte beim Auswählen einer xls-datei für die Zusatzstatistik folgende Fehlermeldung:

Fehlernummer: 44044. Fehlerbeschreibung: Datei nicht gefunden.";116
OMQ;email;DE;multimedia software developer;;143;;14.10.2013;116;3;TODO;"das Smartcard-Device microsoft scancreator kann diese format nicht erstellen
die aktuell genutzte gerätekennung ist nicht innerhalb des erlaubten Bereichs für ihr system";116
OMQ;email;DE;multimedia software developer;;144;;14.10.2013;116;3;TODO;Smartcard der Statistikdatei kann nicht angezeigt werden, Smart-header funktioniert nicht.;116
OMQ;email;DE;multimedia software developer;;145;;14.10.2013;110;6;TODO;Beim starten ist das Programm aber immer abgestürzt.;110
OMQ;email;DE;multimedia software developer;;146;;14.10.2013;110;6;TODO;"Das Programm läßt sich nicht
mehr öffnen !";110
OMQ;email;DE;multimedia software developer;;147;;14.10.2013;110;6;TODO;"Aber auch dieses Programm startet nicht.

Es kommen: ""Oberfläche laden und Einrichtungsanzeigen"" dann nichts";110
OMQ;email;DE;multimedia software developer;;148;;14.10.2013;110;6;TODO;Beim Programmaufruf kommt fuer ca. 4-5 Sekunden die Sanduhr auf dem Bildschirm, sonst keine weitere Reaktionen, keine Fehlermeldungen, Warnungen etc. Das Programm wird nicht gestartet.;110
OMQ;email;DE;multimedia software developer;;149;;14.10.2013;110;6;TODO;Beim hochladen Ihres Programms hängt sich der neue Rechner auf;110
OMQ;email;DE;multimedia software developer;;150;;14.10.2013;110;6;TODO;"Es kommt bis zum Produkt Pool einrichten, dann beendet
das Programm ohne jegliche Fehlermeldung.";110
OMQ;email;DE;multimedia software developer;;151;;14.10.2013;110;6;TODO; Nun habe ich ein Programm gekauft, das nicht startet.;110
OMQ;email;DE;multimedia software developer;;152;;14.10.2013;110;6;TODO;"Hier bleibt das Programm beim Starten bei ""Programmoberfläche wird eingerichtet"" hängen.";110
OMQ;email;DE;multimedia software developer;;153;;14.10.2013;110;6;TODO;"Beim Starten der Software bekomme ich die Fehlermeldung:
WAREHOUSE Sales firstclass Neo funktioniert nicht mehr...";110
OMQ;email;DE;multimedia software developer;;154;;14.10.2013;110;6;TODO;"Das Programm läßt sich nicht starten, verabschiedet sich bei ""Programmoberfläche wird aktualisiert"" ohne Fehlermeldung.";110
OMQ;email;DE;multimedia software developer;;155;;14.10.2013;110;6;TODO;wenn ich das programm ausführen will, erscheint zwar der startbildschirm, aber sobald drin steht, dass die prozessstruktur eingerichtet wird, bricht der startvorgang ab, ohne eine fehlermeldung.;110
OMQ;email;DE;multimedia software developer;;156;;14.10.2013;110;6;TODO;beim Starten des Programmes Warehouse Sales Firstclass WH erscheint nachdem die Programmoberfläche eingerichtet wird eine Fehlermeldung somit kann das Programm nicht gestartet und benutzt werden.;110
OMQ;email;DE;multimedia software developer;;157;;14.10.2013;110;6;TODO;"Nach der Verlaufsmeldung ""Projektablage wird eingerichtet"" kommt der Windows 7-Hinweis  ""Sales Xtra L7 funktioniert nicht mehr""....";110
OMQ;email;DE;multimedia software developer;;158;;14.10.2013;110;6;TODO;nach dem dort geschriegben wird, dass die prozessstruktur eingerichtet wird, bricht d;110
OMQ;email;DE;multimedia software developer;;159;;14.10.2013;110;6;TODO;Das Programm Sales firstclass WH bricht nach der Anzeige com plattform wird eingerichtet ab und startet nicht. ;110
OMQ;email;DE;multimedia software developer;;160;;14.10.2013;110;6;TODO;Nach einer neuinstallation von sales firstclass lässt sich das Programm nicht mehr starten;110
OMQ;email;DE;multimedia software developer;;161;;14.10.2013;110;6;TODO;Ich habe auch bereits den neuesten Update installiert, aber trotzdem startet WH nicht. ;110
OMQ;email;DE;multimedia software developer;;162;;14.10.2013;112;17;TODO;"seit kurzem kann ich keine Daten mehr hochladen. Kurz nach meiner Registrierung ging das
noch problemlos. In der Fehlermeldung heißt es, es gibt ein Problem mit der OWH-Applikation.";112
OMQ;email;DE;multimedia software developer;;163;;14.10.2013;112;17;TODO;"ich habe mehreren Freunden ein Passwort für meine Online Sammlung zu gesand, und nach ca. 3
Wochen konnten sie sich nicht mehr einlogen.";112
OMQ;email;DE;multimedia software developer;;164;;14.10.2013;112;17;TODO;"Nach dem Hochladen von Dateien im daata2 und smw Format erscheint
""Allgemeiner Fehler der Online Segmente""";112
OMQ;email;DE;multimedia software developer;;165;;14.10.2013;112;17;TODO;"ich erhalte die Fehlermeldung: 46283.
Schwerer Fehler im OWH-Applikation.";112
OMQ;email;DE;multimedia software developer;;166;;14.10.2013;112;17;TODO;Was muss ich tun, damit meine Prozesse als EMV dargestellt werden, so wie es im Ultimate-Paket offeriert und auf den Warehouse Beispielseiten gezeigt wird?;112
OMQ;email;DE;multimedia software developer;;167;;14.10.2013;112;17;TODO;"Ich erhalte beim Auswählen einer xls-datei für die Statistiken folgende Fehlermeldung:

Fehlernummer: 15508. Fehlerbeschreibung: Datei nicht gefunden.";112
OMQ;email;DE;multimedia software developer;;168;;14.10.2013;112;17;TODO;Beim Hochladen meiner Datenin der online-Sammlung kommt immer die Fehlermeldung beim upload ist ein fehler aufgetretten versuchen sie es später noch einmal.;112
OMQ;email;DE;multimedia software developer;;169;;14.10.2013;104;12;TODO;Ich erhalte die Fehlermeldung: Seriennummer bereits benutzt;104
OMQ;email;DE;multimedia software developer;;170;;14.10.2013;112;17;TODO;Fehlermeldung:  CRV Datei kann nicht gelesen werden.;112
OMQ;email;DE;multimedia software developer;;171;;14.10.2013;112;17;TODO;Guten Tag, seit Tagen kann ich leider kaum noch Produkte in meine Online Sammlung laden;112
OMQ;email;DE;multimedia software developer;;172;;14.10.2013;112;17;TODO;beim Exportieren erhalte ich die Fehlermeldung ;112
OMQ;email;DE;multimedia software developer;;173;;14.10.2013;101;15;TODO;"beim Exportieren erhalte ich die Fehlermeldung 

Interner Programmfehler 4225.u.kp.v";101
OMQ;email;DE;multimedia software developer;;174;;14.10.2013;82;8;TODO;"Immerzu kam
der Hinweis ""Es konnte keine Verbindung zur Hardware aufgebaut werden."" und anschließend
""Der gewählte Ordner ist schreibgeschützt. Speichern nicht möglich.""";82
OMQ;email;DE;multimedia software developer;;175;;14.10.2013;82;8;TODO;"immer wenn ich auf ""Erstellung"" und dann auf ""Direkterstellung"" gehe, kommt folgende
Fehlermeldung:

""Auf Ihrem System wurde keine Erstellungshardware gefunden.""";82
OMQ;email;DE;multimedia software developer;;176;;14.10.2013;82;8;TODO;"Beim Aktivieren einer Direkterstellung erhalte ich die Meldung ""Auf ihrem System wurde
keine Erstellungshardware gefunden"".";82
OMQ;email;DE;multimedia software developer;;177;;14.10.2013;82;8;TODO;"Wenn
ich auf Datei --> Erstellung --> Direkt gehe, kommt der Hinweis:\""Auf
Ihrem System wurde keine Erstellunghardware gefunden.\"" und die Erstellung
ist nicht moeglich.";82
OMQ;email;DE;multimedia software developer;;178;;14.10.2013;82;8;TODO;Es wird keine Bestellnummer geschrieben.;82
OMQ;email;DE;multimedia software developer;;179;;14.10.2013;82;8;TODO;Win7, keine Verbindung zur Hardware bei Direkterstellung;82
OMQ;email;DE;multimedia software developer;;180;;14.10.2013;82;8;TODO;"Ich kann 4 Gerätetreiber aus dem Auswahlfeld anklicken, jedes Mal erhalte ich ""Es konnten keine Verbindung zur Hardware aufgebaut werden"".";82
OMQ;email;DE;multimedia software developer;;181;;14.10.2013;82;8;TODO;Bei der Direkt Erstellung wird keine Bestellnummer erstellt.;82
OMQ;email;DE;multimedia software developer;;182;;14.10.2013;82;8;TODO;Die Bestellnummernwert wird nur über Scanner erstellt.;82
OMQ;email;DE;multimedia software developer;;183;;14.10.2013;82;8;TODO;"Im Erstellungs-Dialogfenster von ""Warehouse Sales Firstclass WH"" erscheint auch der zu erstellende Ablauf, aber sobald ich den Button ""Erstellung"" aktiviere erscheint der Hinweis ""Es konnte keine Verbindung zur Hardware aufgebaut werden""";82
OMQ;email;DE;multimedia software developer;;184;;14.10.2013;82;8;TODO;"Bei Ihrem Programm sind auch beide Geräte Angezeigt und kann man sie auch auswählen jedoch kommt immer nur der Hinweis: ""Es konnte keine Verbindung zur Hardware aufgebaut werden"".";82
OMQ;email;DE;multimedia software developer;;185;;14.10.2013;82;8;TODO;Ich sehe zwar dass sie da ist, aber da ist keine Bestellnummer;82
OMQ;email;DE;multimedia software developer;;186;;14.10.2013;82;8;TODO;beim Versuch eine Direkterstellung zu starten, bekomme ich den Fehlerhinweis 'Auf Ihrem System wurde keine Erstellungshardware gefunden'.;82
OMQ;email;DE;multimedia software developer;;187;;14.10.2013;82;8;TODO;Bei der Direkterstellung kann ich keine Bestellnummer einlesen.;82
OMQ;email;DE;multimedia software developer;;188;;14.10.2013;82;8;TODO;Beim Erstellen eines Prozesses von einem XLS-Scanner habe ich das Problem, dass ich im Previewfenster zwar die Daten sehe, jedoch keine Bestellnummer zu sehen ist (Preview Prozess und Bestellnummer sind aktiviert).;82
OMQ;email;DE;multimedia software developer;;189;;14.10.2013;82;8;TODO;Wenn ich die .pbl datei in das projekt ziehe habe ich im übersichts modus zwar eine zweite zeile (nehme an die Bestellnummernzeile) bekomme aber keine Bestellnummern hinein.;82
OMQ;email;DE;multimedia software developer;;190;;14.10.2013;82;8;TODO;"beim Versuch die Dataset-Creation-Funktion zu benutzen erhalte ich die Fehlermeldung ""Es konnte keine Verbindung zur Hardware aufgebaut werden.""";82
OMQ;email;DE;multimedia software developer;;191;;14.10.2013;82;8;TODO;bei der Direkterstellung ist keine Bestellnummer zu sehen, ich benutze Windows XP, wie kann ich diesen Fehler beheben ?;82
OMQ;email;DE;multimedia software developer;;192;;14.10.2013;66;4;TODO;"bei der eingabe
der zeitspanne erscheint die meldung: ""fehler beim parsen der XSL datei"".";66
OMQ;email;DE;multimedia software developer;;193;;14.10.2013;66;4;TODO;"Bei Gewinn-Kalkulation kann ich keine Gewinnziele mehr festlegen. Es wird wohl der
eingegeben Monat angezeigt, aben nicht in die Übersicht übertragen.";66
OMQ;email;DE;multimedia software developer;;194;;14.10.2013;66;4;TODO;"Bei dem Program Gewinn-Kalkulation kommt die Fehlermeldung ""Fehler beim Parsen der
XSL Daten""
obwohl es vorher sehr gut lief.";66
OMQ;email;DE;multimedia software developer;;195;;14.10.2013;66;4;TODO;"hallo, bei der erstellung einer gewinnkalkulation kommt bei mir immer die fehlermeldung
""fehler beim parsen der xsl dateine"" ???";66
OMQ;email;DE;multimedia software developer;;196;;14.10.2013;66;4;TODO;"Wenn ich ein neues Gewinnziel eigeben will kommt immer die Fehlermeldung
""Fehler beim parsen der XSL Daten""";66
OMQ;email;DE;multimedia software developer;;197;;14.10.2013;66;4;TODO;"Beim erstellen einer Gewinnkalkulation erscheint nach der Eingabe des Monats die
Fehlermeldung:
""Fehler beim Parsen der XSL Daten"".";66
OMQ;email;DE;multimedia software developer;;198;;14.10.2013;66;4;TODO;"Nachdem ich den Monat eingeben habe, erscheint der Hinweis "" Fehler beim Parsen der XSL
Daten""";66
OMQ;email;DE;multimedia software developer;;199;;14.10.2013;66;4;TODO;Fehler beim holen der XSL Daten bei der Gewinnkalkulation;66
OMQ;email;DE;multimedia software developer;;200;;14.10.2013;66;4;TODO;"Beim Programm Starten
und das Gewinnziel eigeben kommt nach Return immer:Fehler beim
Parsen der XSL Daten.";66
OMQ;email;DE;multimedia software developer;;201;;14.10.2013;66;4;TODO;"Ich habe Warehouse Produkt im IT OFFICE Katalog 13 gekauft, bei der Gewinn Kalkulation bkomme ich den
Hinweis, Fehler beim Parsing von XSL Daten, in der Community habe ich keine Lösung
gefunden.";66
OMQ;email;DE;multimedia software developer;;202;;14.10.2013;66;4;TODO;"Ich bekomme seit 3 Tagen bei der Gewinn-Kalkulation die Fehlermeldung: ""Fehler beim
Parsen der XSL Daten"".";66
OMQ;email;DE;multimedia software developer;;203;;14.10.2013;66;4;TODO;"Bei der Gewinnanwendung in der Gewinnzieleingabe erhalte ich immer die Fehlermeldung:
Fehler beim parsen der XSL Daten.";66
OMQ;email;DE;multimedia software developer;;204;;14.10.2013;66;4;TODO;"nach der Eingabe eines Monates kommt folgender Hinweis :
 
Fehler beim parsen der XSL Daten.";66
OMQ;email;DE;multimedia software developer;;205;;14.10.2013;66;4;TODO;"Bei der Kalkulationsanwendung in der Gewinnzieleingabe erhalte ich immer die Fehlermeldung:
Fehler beim parsen der XSL Daten.";66
OMQ;email;DE;multimedia software developer;;206;;14.10.2013;66;4;TODO;"Bei der der Monatseingabe unter Gewinnziel eingeben und mit
Eingabetaste (Enter) bestätigen, kommt die Fehlermeldung ""Fehler beim Parsen der XSL
Daten"".";66
OMQ;email;DE;multimedia software developer;;207;;14.10.2013;66;4;TODO;"Beim Versuch einen Monat einzugeben erscheint immer die Meldung: Fehler beim Parsen
der XSL Dateien.";66
OMQ;email;DE;multimedia software developer;;208;;14.10.2013;66;4;TODO;"Nach Eingabe eines Gewinnzieles erscheint 
folgende Fehlermeldung: ""Fehler beim Parsen der XSL-Daten"". ";66
OMQ;email;DE;multimedia software developer;;209;;14.10.2013;66;4;TODO;"Jedes mal wenn ich ein Gewinnziel setzen will bekomme ich Anzeige:""Fehler beim Parsen
der XSL Datei"".";66
OMQ;email;DE;multimedia software developer;;210;;14.10.2013;66;4;TODO;"Beim Arbeiten mit der Kurven-Kalkulation escheint immer der Hinweis: Fehler beim Parsen
der XSL Daten.";66
OMQ;email;DE;multimedia software developer;;211;;14.10.2013;74;9;TODO;"Mein Super Bill administrator funktioniert nicht auf Windows 7 Wo kann ich
eine abgrade Version bekommen ?";74
OMQ;email;DE;multimedia software developer;;212;;14.10.2013;74;9;TODO;"Mein Betriebssystem  ist   Windows 7,das Programm habe ich 2010 gekauft.
Ich möchte jetzt mit meinem Warenbestand ein Projekt gestalten.
Beim brennen diese, erkennt das Programm den aktuellen Brenner nicht!";74
OMQ;email;DE;multimedia software developer;;213;;14.10.2013;74;9;TODO;"ich habe von euch 3Produkt Programme Warehouse 8 Warehouse 10first Class und Warehouse 11 first Class. Jetzt habe
ich einen neuen Computer mit Windows 7-und alle 3 sind für die Katz.";74
OMQ;email;DE;multimedia software developer;;214;;14.10.2013;74;9;TODO;"Ich habe auf meinem Rechner ein Upgrade von Vista auf Windows 7 ausgeführt und kann nun das
Warehouse Produktprogramm nicht mehr installieren.";74
OMQ;email;DE;multimedia software developer;;215;;14.10.2013;74;9;TODO;"Kann ich mein Produkt Ultimate Programm ( 11.3.5.3
)und B2B Creator auch auf meinem neuen Rechner mit dem Programm Window 7 installieren?";74
OMQ;email;DE;multimedia software developer;;216;;14.10.2013;74;9;TODO;"Der Rechner wurde neu aufgesetzt Betriebssystem xp, unter win 7 läuft
das Programm nicht 
der Lizenzschlüssel läßt sich nicht aktivieren.";74
OMQ;email;DE;multimedia software developer;;217;;14.10.2013;74;9;TODO;"'Leider' stelle ich jetzt auf Windows 7 64bit um. Welche Möglichkeiten gibt es
entweder meine jetzige Version zu nutzen oder welches ist die kostengünstigste Variante,
wenn ich ein Programm vergleichbaren Umfangs und vergleichbarer Bedienfreundlichkeit /
Funktionalität nutzen möchte?";74
OMQ;email;DE;multimedia software developer;;218;;14.10.2013;74;9;TODO;"Ich habe auf meinem Laptop Windows 7 installiert. Da WAREHOUSE CASH &
Prozessscanner (Kaufdatum Feb. 2010)nicht mehr lief, habe ich es
deinstalliert und dann versucht neu zu installieren.";74
OMQ;email;DE;multimedia software developer;;219;;14.10.2013;74;9;TODO;"Ich habe 3 Programme Produkte IT&OFFICEKatalog7 +firstclass und Sales firstclass 2009 und
Erwege
auf Windows 7 umzusteigen.";74
OMQ;email;DE;multimedia software developer;;220;;14.10.2013;74;9;TODO;"Warum ist der prozesscanner nicht mit windows 7
Kompatibel?";74
OMQ;email;DE;multimedia software developer;;221;;14.10.2013;74;9;TODO;"Habe neu Windows7, DVD / und vindows firstclass2009 neo laest sich nicht
mehr
auf windows7 laden";74
OMQ;email;DE;multimedia software developer;;222;;14.10.2013;74;9;TODO;"Windows
7 falsche Version.";74
OMQ;email;DE;multimedia software developer;;223;;14.10.2013;74;9;TODO;"Ich habe jetzt einen neuen PC mit Windows7 und
moechte die Programme wieder installieren, diese sind aber nicht
kompatibel.";74
OMQ;email;DE;multimedia software developer;;224;;14.10.2013;74;9;TODO;"meine version vom Warehouse Super Bill Administrator funktioniert
leider auf meinem neuen Rechner nicht mehr , gibt es eine Moeglichkeit
das
Programm unter Windows 7 lauffaehig zu machen , oder eine neue Version
?";74
OMQ;email;DE;multimedia software developer;;225;;14.10.2013;74;9;TODO;Eine Installation unter Windows 7 ist nicht moeglich. ;74
OMQ;email;DE;multimedia software developer;;226;;14.10.2013;74;9;TODO;"ich habe meinen Computer auf Win 7
aufgeruestet und kann das Programm Sales firstclass 2009 nicht mehr
installiern.";74
OMQ;email;DE;multimedia software developer;;227;;14.10.2013;74;9;TODO;"Laesst sich Abläufa im office katalog 11 auf einem min 7 rechner richtig
installieren?";74
OMQ;email;DE;multimedia software developer;;228;;14.10.2013;74;9;TODO;"Wie kann ich diese Software Version
auf einen Windows 7 PC installieren?";74
OMQ;email;DE;multimedia software developer;;229;;14.10.2013;74;9;TODO;"ich habe Windows 7 HomePremium 64 bit
Version als Betriebssystem.

Leider funktioniert ja mein Warehouse abläufe
fuers buero 6 nicht mehr.";74
OMQ;email;DE;multimedia software developer;;230;;14.10.2013;74;9;TODO;"Es erscheint die
Meldung: Windows Version nicht unterstuetzt.";74
OMQ;email;DE;multimedia software developer;;231;;14.10.2013;74;9;TODO;"Nun habe ich
meine beiden Notebooks komplett neu installiert mit einem neuen
Betriebssystem, das Windows 7 Ultimate.
Damit laesst sich nun das Programm
nicht mehr neu installieren !";74
OMQ;email;DE;multimedia software developer;;232;;14.10.2013;74;9;TODO;Laeuft Sales firstclass 2009 Neo auch unter Windows 7??;74
OMQ;email;DE;multimedia software developer;;233;;14.10.2013;74;9;TODO;"seitdem ich das Betriebssystem windows 7 auf dem Rechner habe, laesst
sich
der produktcreator 11 nicht mehr installieren.";74
OMQ;email;DE;multimedia software developer;;234;;14.10.2013;106;16;TODO;erkennt keinen brenner wenn eine Video-DVD erstellt werden soll;106
OMQ;email;DE;multimedia software developer;;235;;14.10.2013;104;12;TODO;"die Online Reg. funktioniert nicht, obwohl ich online 
war bei Produkte im OFFICE & IT Katalog 11 deluxe.";104
OMQ;email;DE;multimedia software developer;;236;;14.10.2013;104;12;TODO;"ich bekomme mein Sales firstclass 19 Ultimate unter Windows7 nicht ans laufen. Es liegt daran,
dass nach der eigentlichen Installation das Eingabefenster für die Seriennummer nicht
erscheint.";104
OMQ;email;DE;multimedia software developer;;237;;14.10.2013;104;12;TODO;"Fehlercode:
-4 angezeigt";104
OMQ;email;DE;multimedia software developer;;238;;14.10.2013;104;12;TODO;xls creator 21fehlercode -4;104
OMQ;email;DE;multimedia software developer;;239;;14.10.2013;104;12;TODO;Leider läßt sich für mich aus der von Ihnen gesendeten e-mail nicht der Code zur Demo-Phase erschließen.;104
OMQ;email;DE;multimedia software developer;;240;;14.10.2013;104;12;TODO;"This Version of Warehouse Specs Manager Ultimate ist currently not registered for .SPEC files. Do you want register it ?      YES or NO

Wenn ich auf Yes gehe komme ich normal ins Programm weiter. Nichts passiert.";104
OMQ;email;DE;multimedia software developer;;241;;14.10.2013;104;12;TODO;"Beim Registrierungsversuch konnte ich in der Rubrik ""Meine Produkte"" keine Möglichkeit finden, meinen Upgradecode einzugeben.";104
OMQ;email;DE;multimedia software developer;;242;;14.10.2013;104;12;TODO;"der unten angegebene Aktivierungscode zur Verlängerung der Testphase auf 33 Tage funktioniert leider nicht.
Bitte um Zusendung eines neuen Codes. ";104
OMQ;email;DE;multimedia software developer;;243;;14.10.2013;104;12;TODO;wenn ich die neuen von mir erstellten sheets im .trl aus meinem neuen programm exportiere - wie kann ich diese bei ihnen unter der .ssh zuweisung meiner domainen hochladen?;104
OMQ;email;DE;multimedia software developer;;244;;14.10.2013;104;12;TODO;Bei dem Versuch der Aktivierung mit og. Code erhalte ich Meldung, mich zuerst zu registrieren. Bei der Registrierung wird mir mitgeteilt, die og. Seriennummer sei wahrscheinlich (!)bereits registriert.;104
OMQ;email;DE;multimedia software developer;;245;;14.10.2013;104;12;TODO; ich habe eine unvollständige Mailadresse angegeben. Wenn ich mich jetzt einlogge, erscheint der Hinweis , daß die Seriennummer schon benutzt wird.;104
OMQ;email;DE;multimedia software developer;;246;;14.10.2013;104;12;TODO;Die online-Registrierung/Freischaltung von Statistics Creator WH 21 nach dem Start zeigt zwar bei Seriennummer und E-Mail-Adresse grüne Häkchen, quitiert aber mit der Behauptung, dass keine Internetverbindung möglich wäre.;104
OMQ;email;DE;multimedia software developer;;247;;14.10.2013;104;12;TODO;Ich habe nun das Produkt instaliert es funktioniert auch. Nun möchte ich es gerne registrieren geht aber nicht da es schon für eine andere E-Mail registriert ist.;104
OMQ;email;DE;multimedia software developer;;248;;14.10.2013;104;12;TODO;ich möchte das schon auf dem'Hauptrechner' installierte u.registrierte Programm (Sales firstclass neo) auch auf dem Laptop nutzen, kann hierzu aber keine Freischaltung erreichen (z. B. Eingabe dat.-Dateien nichgt möglich ohne verherige Registrierung...);104
OMQ;email;DE;multimedia software developer;;249;;14.10.2013;104;12;TODO;Jetz habe ich mich neu regiestrieren wollen,mit wahrscheinlich anderer Mailanschrift.Als ich mit neuen Login mich einwählen wollte,wurde mir gesagt,dass das Produkt schon regiestriert sei.;104
OMQ;email;DE;multimedia software developer;;250;;14.10.2013;104;12;TODO;Gerne möchte ich dieses Produkt für mich registrieren.;104
OMQ;email;DE;multimedia software developer;;251;;14.10.2013;104;12;TODO;Ich habe Specs Manager 9 auf einem neuen PC instaliert und wurde aufgefordert die Seriennummer anzugeben. Nach aufführung der auf der Box aufgeführten Nummer, wurde ich nicht weitergeleitet.;104
OMQ;email;DE;multimedia software developer;;252;;14.10.2013;104;12;TODO;Sehr geehrtes Warehouse-Team, ich habe die Cd Bill Cleaner Studio verkauft, nun hat der Käufer ein Problem er kann mit dieser Software keine updates machen, da die Software immer noch auf meinen Namen (Accunt) registriert ist.;104
OMQ;email;DE;multimedia software developer;;253;;14.10.2013;104;12;TODO;Leider ist eine Registrierung des Produktes nicht möglich, da die Meldung kommt: Seriennummer bereits benutzt.;104
OMQ;email;DE;multimedia software developer;;254;;14.10.2013;125;19;TODO;sind ihre Produkte auch mit den Apple-Computer (Betriebssystem OS-X) kompatibel?;125
OMQ;email;DE;multimedia software developer;;255;;14.10.2013;125;19;TODO;"Ich habe neuerdings einen Apple PC.
Wie kann ich den gekauften ""Digital Produkt Creator 12""verwenden, bzw Ihre Angebote im Netz?";125
OMQ;email;DE;multimedia software developer;;256;;14.10.2013;125;19;TODO;Haben Sie eine Software, die beim Mac laeuft??;125
OMQ;email;DE;multimedia software developer;;257;;14.10.2013;125;19;TODO;" 1. ist Warehouse Sales Xtra l7 Mac tauglich?
2. selbe Frage zu Analysity 14 Xtra
3. Specsmanager 10";125
OMQ;email;DE;multimedia software developer;;258;;14.10.2013;125;19;TODO;"da ich mir einen Apple ,iMac Os X angeschafft habe, wollte ich fragen ob ich meine Warehouse Programme, überwiegend sales firstclass 20, auch auf diesem
Computer von Apple iMac nutzen kann oder sind sie nicht kompatible?";125
OMQ;email;DE;multimedia software developer;;259;;14.10.2013;125;19;TODO;Ich bitte um die Ermöglichung der Nutzung meiner erworbenen Hard- und Software auf meinem Mac.;125
OMQ;email;DE;multimedia software developer;;260;;14.10.2013;125;19;TODO;Leider Funktionieren weder auf der Windows noch auf der Macoberfläche die Tasten a, q, j, u, i, o, p. Woran kann das liegen?;125
OMQ;email;DE;multimedia software developer;;261;;14.10.2013;125;19;TODO;Sind Ihre Programme Apple-kompatibel?;125
OMQ;email;DE;multimedia software developer;;262;;14.10.2013;125;19;TODO;Ich habe die Download Version Warehouse Specssheet Creator WH gekauft. Das Programm wird nach 3 Sekunden wieder beendet, bzw. kann nicht gestartet werden.;125
OMQ;email;DE;multimedia software developer;;263;;14.10.2013;125;19;TODO;"Ich habe das Online Specificationsheet erstellen ""free"" aktiviert. Wenn ich das Programm starten möchte, bekomme ich die Meldung ""das Plugin fehlt"". Ich arbeite mit einem Mac.";125
OMQ;email;DE;multimedia software developer;;264;;14.10.2013;125;19;TODO;Möchte meine o.g. Software auf Mac laufen lassen?;125
OMQ;email;DE;multimedia software developer;;265;;14.10.2013;125;19;TODO;Meine Frage nun, gibt es auch eine Version für Mac Os???;125
